Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,predicted_demand,optimized_supply
WH_120839,EID_70839,Rural,Mid,South,Zone 3,7,0,3,3712,Company Owned,15,0,0,1,94,34.0,2008.0,21,0,B+,5,19,24102,27079.344432015467,17000.0
WH_120840,EID_70840,Rural,Large,North,Zone 5,5,0,2,4682,Rented,35,0,0,1,69,21.0,2002.0,24,0,B+,4,10,31121,30818.996976472146,10500.0
WH_120841,EID_70841,Rural,Mid,West,Zone 3,7,0,3,3953,Company Owned,39,0,0,1,100,27.0,2004.0,23,0,B+,5,19,27104,29410.948574150243,13500.0
WH_120842,EID_70842,Rural,Small,South,Zone 6,4,0,3,4816,Rented,31,0,0,0,172,18.0,2007.0,24,0,C,5,2,31123,30934.970859235735,9000.0
WH_120845,EID_70845,Urban,Mid,West,Zone 4,6,4,5,4498,Rented,22,0,0,0,95,24.0,2008.0,20,1,A+,6,11,25066,24199.148079448787,12000.0
WH_120846,EID_70846,Rural,Mid,West,Zone 4,5,0,3,4185,Rented,31,0,0,1,249,29.0,2004.0,35,0,B+,4,11,43123,45362.27678550032,14500.0
WH_120850,EID_70850,Rural,Mid,West,Zone 4,3,0,2,6448,Rented,66,0,0,0,113,38.0,1998.0,30,1,A+,3,11,43136,38629.20807655994,19000.0
WH_120851,EID_70851,Rural,Large,South,Zone 5,6,1,2,4240,Company Owned,55,0,0,1,88,33.0,2017.0,11,0,B,5,14,13122,14301.024284342362,14296.624284342362
WH_120852,EID_70852,Rural,Mid,North,Zone 4,7,0,2,5031,Rented,51,0,0,0,207,29.0,2000.0,32,1,A+,3,26,42062,41390.67647551646,14500.0
WH_120853,EID_70853,Rural,Large,West,Zone 5,8,1,4,5225,Company Owned,19,0,0,1,84,37.0,2015.0,10,1,A+,2,14,14121,13575.38503582406,13571.185035824059
WH_120854,EID_70854,Rural,Large,West,Zone 6,3,4,5,4164,Company Owned,55,0,0,1,225,28.0,1999.0,17,1,A,5,6,22123,19869.3275554468,14000.0
WH_120857,EID_70857,Rural,Mid,South,Zone 2,7,0,2,4386,Rented,36,0,0,0,187,18.0,1999.0,27,1,B,5,32,35058,34289.08898683064,9000.0
WH_120859,EID_70859,Rural,Large,North,Zone 5,8,1,4,5107,Rented,58,0,1,1,191,30.0,2010.0,20,1,B+,4,25,25079,25823.573726043192,15000.0
WH_120861,EID_70861,Rural,Small,West,Zone 6,5,4,4,5339,Rented,28,0,0,1,134,26.0,2008.0,20,0,B+,5,9,23072,24441.394410703302,13000.0
WH_120862,EID_70862,Rural,Mid,West,Zone 3,5,0,6,2406,Company Owned,39,0,0,1,58,26.0,2020.0,8,1,C,3,19,10103,11405.393571397784,11402.493571397783
WH_120865,EID_70865,Rural,Small,West,Zone 6,3,0,4,4008,Company Owned,37,0,0,1,103,37.0,2015.0,12,1,A,3,15,16065,16283.533984078182,16278.383984078182
WH_120868,EID_70868,Rural,Large,West,Zone 6,5,0,5,3775,Rented,26,0,0,1,254,33.0,2003.0,27,1,A+,5,6,38100,34575.66515804516,16500.0
WH_120870,EID_70870,Rural,Mid,North,Zone 4,4,0,4,4744,Rented,52,0,0,1,142,44.0,2018.0,10,0,B,2,26,13091,14122.532130394335,14115.432130394334
WH_120871,EID_70871,Rural,Large,North,Zone 5,3,1,2,5993,Company Owned,65,0,0,1,96,27.0,2012.0,13,0,C,2,17,17062,17287.723377437098,13500.0
WH_120873,EID_70873,Rural,Large,North,Zone 6,3,1,2,5535,Company Owned,68,0,0,1,189,36.0,2023.0,0,0,,0,23,6091,1542.1284740157716,1532.6784740157718
WH_120874,EID_70874,Rural,Large,North,Zone 5,3,0,4,4965,Rented,20,0,0,0,66,17.0,2006.0,23,0,A,3,25,29064,30038.729322266532,8500.0
WH_120876,EID_70876,Rural,Large,West,Zone 5,5,0,2,4089,Company Owned,30,0,0,1,169,29.0,2016.0,17,1,A+,6,10,25094,22173.889816491428,14500.0
WH_120881,EID_70881,Rural,Mid,North,Zone 2,4,0,4,5574,Company Owned,32,0,1,1,137,29.0,2013.0,15,1,B+,1,12,17082,20552.009031003894,14500.0
WH_120883,EID_70883,Rural,Large,North,Zone 6,6,1,2,6328,Company Owned,56,0,0,1,165,35.0,2002.0,39,1,A+,6,28,52056,49638.64169792316,17500.0
WH_120886,EID_70886,Rural,Large,West,Zone 6,4,0,4,4067,Company Owned,37,0,0,0,213,30.0,2013.0,16,1,A+,2,23,24068,21618.852856423997,15000.0
WH_120887,EID_70887,Urban,Mid,West,Zone 4,3,0,4,6355,Rented,64,1,0,1,189,25.0,2009.0,15,0,C,5,11,20109,19296.447534771316,12500.0
WH_120889,EID_70889,Urban,Mid,North,Zone 3,3,0,3,4509,Rented,67,0,0,1,150,51.0,2001.0,25,0,A,2,27,32134,32540.93575285221,25500.0
WH_120890,EID_70890,Rural,Mid,West,Zone 2,8,0,3,2778,Company Owned,54,0,0,1,162,30.0,2000.0,20,1,A+,6,12,26106,24954.855601657357,15000.0
WH_120893,EID_70893,Rural,Mid,South,Zone 2,4,0,4,5841,Rented,33,0,0,1,60,36.0,2008.0,20,1,B+,3,12,25104,26254.74693784988,18000.0
WH_120895,EID_70895,Rural,Large,North,Zone 6,7,0,3,5478,Company Owned,19,1,0,1,151,28.0,2021.0,4,0,B+,2,28,4094,6482.923318757414,6475.3733187574135
WH_120897,EID_70897,Rural,Small,South,Zone 6,6,3,2,4279,Company Owned,31,0,0,1,163,35.0,2018.0,6,1,C,2,2,8064,7889.52660521763,7881.37660521763
WH_120899,EID_70899,Rural,Large,North,Zone 5,6,0,3,4650,Company Owned,37,0,0,1,250,28.0,2011.0,15,1,A+,4,5,21151,19681.98195163306,14000.0
WH_120901,EID_70901,Rural,Mid,West,Zone 4,4,0,3,5087,Rented,36,0,0,1,269,41.0,2022.0,6,1,B+,3,26,8088,8930.501343655778,8917.05134365578
WH_120902,EID_70902,Rural,Mid,North,Zone 2,8,0,4,4378,Company Owned,25,0,1,0,218,23.0,2006.0,36,1,A+,6,12,51148,46330.162365273165,11500.0
WH_120903,EID_70903,Rural,Large,North,Zone 6,3,3,2,6522,Company Owned,53,0,0,1,57,28.0,1998.0,26,0,A,4,4,32070,32153.956220128748,14000.0
WH_120904,EID_70904,Rural,Large,South,Zone 6,7,3,3,4981,Company Owned,50,0,0,1,204,29.0,2012.0,11,1,B,2,29,12059,14005.11313176906,13994.913131769059
WH_120906,EID_70906,Rural,Mid,West,Zone 4,3,0,3,4498,Company Owned,65,0,1,1,190,29.0,1996.0,34,0,C,3,11,44095,43722.28061765124,14500.0
WH_120907,EID_70907,Rural,Mid,North,Zone 3,6,0,3,5888,Rented,57,0,0,0,128,27.0,2001.0,26,0,B,5,27,30121,33123.28691576328,13500.0
WH_120910,EID_70910,Rural,Large,North,Zone 6,7,1,2,5807,Rented,28,0,0,1,244,24.0,2020.0,5,1,B,1,28,6113,7630.40079772356,7618.20079772356
WH_120911,EID_70911,Rural,Large,North,Zone 5,3,0,2,4274,Rented,55,0,0,0,83,19.0,2008.0,22,0,B+,5,24,27070,28388.434588690114,9500.0
WH_120912,EID_70912,Rural,Mid,North,Zone 2,5,0,4,7379,Rented,32,0,0,0,147,22.0,2012.0,20,0,A,2,12,25096,26783.56944031891,11000.0
WH_120913,EID_70913,Rural,Large,West,Zone 5,5,0,2,5521,Company Owned,69,1,1,1,243,44.0,2007.0,15,1,A+,3,25,21085,19637.652111673087,19625.50211167309
WH_120914,EID_70914,Rural,Small,North,Zone 6,3,0,3,5352,Rented,46,0,0,1,56,27.0,2020.0,4,1,C,3,8,5138,6169.032944699255,6166.232944699254
WH_120915,EID_70915,Rural,Mid,North,Zone 4,7,0,3,4735,Company Owned,68,0,0,1,213,25.0,2016.0,6,1,C,2,26,8129,8742.883418088575,8732.233418088575
WH_120916,EID_70916,Rural,Large,South,Zone 5,6,0,2,5728,Rented,40,0,0,1,73,31.0,2005.0,25,0,B+,3,25,28119,32585.265592812153,15500.0
WH_120918,EID_70918,Rural,Large,West,Zone 6,5,0,5,3642,Rented,52,0,0,1,81,36.0,2013.0,14,0,A,4,6,20082,18516.1798805657,18000.0
WH_120919,EID_70919,Rural,Mid,West,Zone 2,3,0,3,4872,Rented,43,0,0,1,136,34.0,2003.0,28,1,A+,4,1,39100,36127.00164597429,17000.0
WH_120923,EID_70923,Urban,Small,North,Zone 1,4,2,4,5873,Rented,23,0,0,0,197,17.0,2012.0,19,0,B,6,30,21134,23841.064026307402,8500.0
WH_120925,EID_70925,Rural,Small,South,Zone 1,3,0,3,5323,Company Owned,23,0,0,1,80,37.0,2010.0,16,0,C,3,21,22126,21161.674396758608,18500.0
WH_120926,EID_70926,Rural,Large,North,Zone 6,6,1,3,4706,Company Owned,40,0,0,0,67,29.0,2018.0,6,1,C,2,28,8124,8553.956537536404,8550.606537536403
WH_120927,EID_70927,Rural,Small,West,Zone 6,8,0,4,5166,Company Owned,62,0,0,1,260,30.0,2005.0,34,0,B+,5,15,43129,43882.5843403748,15000.0
WH_120928,EID_70928,Rural,Small,South,Zone 6,4,0,4,5447,Company Owned,44,0,0,1,100,25.0,1997.0,34,0,B,4,2,43090,43551.67832920034,12500.0
WH_120929,EID_70929,Rural,Small,North,Zone 1,8,0,3,3477,Rented,22,0,0,0,129,26.0,2010.0,17,0,C,2,30,23086,22713.01088468777,13000.0
WH_120931,EID_70931,Rural,Mid,North,Zone 4,8,2,3,5773,Company Owned,45,1,0,1,260,26.0,2014.0,17,0,B+,5,26,20145,21608.41812981991,13000.0
WH_120935,EID_70935,Rural,Large,North,Zone 6,4,0,2,5371,Rented,26,0,0,0,255,33.0,2022.0,0,0,,0,28,11067,1802.699397371558,1789.949397371558
WH_120936,EID_70936,Rural,Large,North,Zone 5,6,1,3,4789,Company Owned,65,1,1,1,189,27.0,2018.0,8,1,C,4,25,11070,10687.64418837661,10678.194188376609
WH_120937,EID_70937,Rural,Small,South,Zone 6,3,0,1,6101,Company Owned,52,0,0,1,182,30.0,2023.0,0,0,,0,9,6060,1874.3434401751729,1865.2434401751727
WH_120939,EID_70939,Rural,Large,North,Zone 6,4,0,5,4730,Company Owned,21,0,0,1,150,38.0,2014.0,7,1,A+,4,28,9129,9424.192826646904,9416.692826646904
WH_120940,EID_70940,Rural,Mid,West,Zone 4,3,1,4,4586,Company Owned,15,0,0,1,65,25.0,2012.0,22,0,B+,4,11,26133,28585.042124999716,12500.0
WH_120942,EID_70942,Rural,Large,West,Zone 5,5,0,5,4692,Rented,69,0,1,1,127,27.0,1999.0,24,1,A+,2,10,31121,31088.557510570332,13500.0
WH_120945,EID_70945,Rural,Large,South,Zone 6,3,1,2,4392,Company Owned,46,0,0,1,142,23.0,2012.0,8,1,C,4,29,11068,10257.779931554891,10250.67993155489
WH_120950,EID_70950,Rural,Large,West,Zone 6,4,1,2,4274,Rented,51,0,0,0,227,32.0,2005.0,24,0,A,4,23,31111,30701.71413872362,16000.0
WH_120952,EID_70952,Rural,Large,North,Zone 6,4,0,2,4865,Rented,47,0,0,0,158,27.0,2021.0,0,0,,0,29,6065,1731.0553545679431,1723.155354567943
WH_120953,EID_70953,Rural,Large,West,Zone 6,5,0,3,4489,Company Owned,42,0,0,1,159,22.0,2007.0,19,0,A,2,6,26058,25116.25906962616,11000.0
WH_120954,EID_70954,Rural,Mid,South,Zone 2,7,0,4,4322,Rented,56,0,0,0,214,29.0,2002.0,27,0,C,4,1,37123,34746.26744649603,14500.0
WH_120958,EID_70958,Rural,Large,North,Zone 5,7,1,2,5604,Rented,26,0,0,1,69,40.0,2007.0,29,0,C,3,25,37108,37632.69933895854,20000.0
WH_120961,EID_70961,Rural,Mid,West,Zone 4,4,0,4,3995,Company Owned,61,0,0,1,149,25.0,1998.0,35,1,B,2,11,45131,45416.90519118766,12500.0
WH_120962,EID_70962,Rural,Mid,South,Zone 2,6,0,3,4479,Company Owned,67,0,0,0,115,21.0,2022.0,0,0,,0,32,5086,1802.699397371558,1796.949397371558
WH_120963,EID_70963,Urban,Mid,West,Zone 4,8,1,4,6336,Company Owned,20,0,0,1,242,27.0,2006.0,39,1,A+,6,26,51074,49925.217869137676,13500.0
WH_120966,EID_70966,Rural,Large,North,Zone 5,4,0,2,3814,Company Owned,40,0,0,0,105,31.0,2007.0,25,0,C,4,17,34061,32486.307347164897,15500.0
WH_120967,EID_70967,Rural,Large,North,Zone 6,5,0,3,6589,Company Owned,53,0,0,1,71,22.0,2007.0,32,0,C,6,6,43059,41165.44578137828,11000.0
WH_120969,EID_70969,Rural,Large,North,Zone 5,8,0,3,6152,Rented,66,0,0,1,188,44.0,2014.0,14,0,B+,5,14,17124,18345.5775921148,18336.1775921148
WH_120970,EID_70970,Rural,Mid,North,Zone 2,7,0,2,5856,Company Owned,27,0,0,0,126,24.0,2018.0,10,0,A,3,12,14076,13880.28579913979,12000.0
WH_120972,EID_70972,Rural,Small,North,Zone 1,8,1,3,4200,Rented,27,0,0,1,235,35.0,2021.0,5,0,C,1,31,6144,7702.0448405271745,7690.2948405271745
WH_120973,EID_70973,Rural,Mid,West,Zone 4,8,0,4,4143,Rented,58,0,0,0,106,32.0,2017.0,10,1,A+,6,11,14065,13081.90276257263,13076.602762572631
WH_120975,EID_70975,Rural,Large,North,Zone 6,4,1,3,4411,Company Owned,51,0,1,1,266,28.0,2000.0,26,0,B+,2,6,31085,33446.16690056381,14000.0
WH_120977,EID_70977,Rural,Large,North,Zone 5,7,0,4,4422,Rented,34,0,0,0,167,16.0,2014.0,14,0,B+,5,17,16096,18345.5775921148,8000.0
WH_120978,EID_70978,Rural,Large,West,Zone 6,5,0,6,4777,Company Owned,44,1,0,1,81,28.0,2001.0,23,0,A,6,23,29073,28953.770114484854,14000.0
WH_120979,EID_70979,Rural,Large,West,Zone 5,7,0,3,4781,Company Owned,17,0,0,0,205,27.0,2004.0,24,0,C,5,14,30132,30720.03873082489,13500.0
WH_120981,EID_70981,Rural,Mid,West,Zone 3,4,0,2,4905,Rented,30,0,0,1,66,42.0,2020.0,4,1,C,3,19,5061,6169.032944699255,6165.732944699254
WH_120983,EID_70983,Rural,Mid,West,Zone 4,5,0,4,4788,Company Owned,18,0,0,0,178,35.0,2014.0,11,1,B+,2,11,13104,15145.046115854493,15136.146115854493
WH_120985,EID_70985,Rural,Mid,West,Zone 3,5,2,4,4982,Rented,31,0,1,1,158,28.0,2007.0,23,0,B,2,19,27140,29688.189764005918,14000.0
WH_120987,EID_70987,Rural,Small,South,Zone 6,8,0,4,4355,Company Owned,41,1,1,1,248,35.0,2002.0,34,0,A,5,9,46088,43667.65221196393,17500.0
WH_120990,EID_70990,Rural,Mid,West,Zone 3,7,0,4,3209,Company Owned,49,0,0,1,251,28.0,2021.0,0,0,,0,19,6148,1731.0553545679431,1718.5053545679432
WH_120995,EID_70995,Rural,Large,North,Zone 6,6,0,3,4516,Company Owned,37,0,0,1,73,41.0,2013.0,18,0,B+,1,29,22101,24479.279501027777,20500.0
WH_120998,EID_70998,Rural,Large,North,Zone 6,5,0,2,4980,Company Owned,38,0,0,1,99,36.0,2003.0,23,1,A+,3,28,33103,29823.79719385566,18000.0
WH_120999,EID_70999,Rural,Small,West,Zone 6,5,1,3,6196,Company Owned,46,0,0,1,187,40.0,2016.0,9,1,A+,6,15,13094,11368.953596934967,11359.603596934967
WH_121001,EID_71001,Urban,Small,West,Zone 1,4,0,4,5249,Company Owned,45,0,0,1,261,24.0,2001.0,34,1,A+,4,3,45069,43838.25450041483,12000.0
WH_121003,EID_71003,Rural,Large,West,Zone 5,3,0,4,4355,Company Owned,31,0,0,1,58,27.0,1998.0,20,1,A+,4,14,27133,25296.060178559128,13500.0
WH_121005,EID_71005,Rural,Mid,South,Zone 3,8,0,4,4414,Company Owned,25,0,0,1,99,29.0,2000.0,39,0,B,3,27,48097,50554.307572238875,14500.0
WH_121006,EID_71006,Rural,Large,South,Zone 5,5,0,3,3359,Rented,23,0,0,0,74,18.0,1997.0,25,1,B+,3,10,33087,32012.113250383176,9000.0
WH_121007,EID_71007,Rural,Mid,West,Zone 2,7,0,3,6161,Rented,56,0,0,0,57,22.0,2004.0,18,1,A+,4,12,23091,23107.74412203161,11000.0
WH_121008,EID_71008,Rural,Mid,West,Zone 4,5,0,4,4893,Company Owned,58,1,0,0,258,22.0,2015.0,15,0,B+,5,26,19118,19726.311791593063,11000.0
WH_121011,EID_71011,Rural,Mid,North,Zone 4,5,0,3,5213,Rented,63,0,0,0,131,18.0,2012.0,15,1,A+,2,26,21112,20238.118656945764,9000.0
WH_121012,EID_71012,Rural,Mid,South,Zone 2,4,0,2,5310,Rented,49,0,0,1,106,44.0,2019.0,6,0,A,1,1,8140,9200.061877753964,9194.761877753963
WH_121014,EID_71014,Rural,Large,North,Zone 6,5,2,2,3769,Company Owned,27,0,0,1,79,44.0,2013.0,10,0,B,1,23,12089,13342.128315311973,13338.178315311972
WH_121015,EID_71015,Rural,Mid,West,Zone 2,5,0,3,4740,Company Owned,35,0,0,0,168,25.0,2008.0,22,1,B+,3,18,29087,28872.927251199144,12500.0
WH_121017,EID_71017,Rural,Large,West,Zone 6,7,1,2,5965,Company Owned,32,0,0,1,270,26.0,2003.0,23,1,B,3,6,27096,29491.582227696257,13000.0
WH_121019,EID_71019,Rural,Mid,West,Zone 2,3,1,1,6065,Company Owned,67,0,0,0,126,30.0,2007.0,28,0,A,3,18,37104,36323.60918228389,15000.0
WH_121021,EID_71021,Rural,Large,North,Zone 5,4,0,4,4030,Company Owned,54,1,0,1,76,33.0,2000.0,39,1,A+,3,17,55144,50554.307572238875,16500.0
WH_121022,EID_71022,Rural,Large,North,Zone 5,3,3,3,7025,Rented,66,0,0,1,174,30.0,2017.0,6,1,B+,6,25,7136,6848.897237395926,6840.197237395926
WH_121023,EID_71023,Rural,Large,West,Zone 6,4,0,4,4567,Rented,56,0,0,0,113,18.0,2018.0,7,0,A,1,6,10105,10437.507991624967,9000.0
WH_121025,EID_71025,Rural,Large,West,Zone 5,4,0,5,4984,Company Owned,69,1,0,1,218,49.0,2018.0,5,1,A+,5,14,7064,6850.342353257613,6839.442353257613
WH_121026,EID_71026,Rural,Large,West,Zone 6,6,0,4,4789,Company Owned,47,1,0,1,214,31.0,2015.0,12,0,B+,5,23,14107,15799.041321569151,15500.0
WH_121027,EID_71027,Rural,Mid,West,Zone 4,8,0,3,4070,Rented,30,0,0,1,194,26.0,1996.0,29,0,B,2,26,36149,37419.076165532635,13000.0
WH_121028,EID_71028,Rural,Mid,South,Zone 3,7,0,2,5429,Company Owned,46,0,0,0,184,26.0,2014.0,14,0,B+,4,19,17141,18587.823923369317,13000.0
WH_121029,EID_71029,Rural,Large,South,Zone 5,6,0,4,4609,Rented,22,0,0,0,194,16.0,2008.0,18,0,B,6,14,21089,22909.82763073707,8000.0
WH_121030,EID_71030,Rural,Mid,North,Zone 3,3,0,2,6330,Rented,39,0,0,0,66,22.0,2019.0,9,0,C,3,27,13139,12642.839685268787,11000.0
WH_121032,EID_71032,Rural,Large,West,Zone 6,5,0,2,3621,Rented,70,0,0,0,153,24.0,2016.0,11,1,A+,4,6,15146,14803.841538952664,12000.0
WH_121034,EID_71034,Rural,Mid,South,Zone 2,8,0,3,5386,Company Owned,60,0,0,0,246,31.0,2002.0,17,0,A,5,32,21069,21413.11954849522,15500.0
WH_121035,EID_71035,Rural,Mid,South,Zone 4,3,0,2,3070,Company Owned,61,0,0,1,136,32.0,2004.0,28,0,B+,4,26,34146,36198.645688777906,16000.0
WH_121041,EID_71041,Rural,Mid,East,Zone 3,7,0,2,7777,Rented,69,1,1,1,102,31.0,2004.0,24,0,C,5,27,31059,30720.03873082489,15500.0
WH_121046,EID_71046,Rural,Small,North,Zone 6,4,0,2,5082,Rented,65,0,0,1,202,34.0,2004.0,22,1,A+,6,9,31097,27859.61208622111,17000.0
WH_121051,EID_71051,Rural,Mid,South,Zone 4,3,0,4,4807,Company Owned,22,0,0,0,148,34.0,2001.0,24,0,B,5,26,28090,30505.106602414016,17000.0
WH_121053,EID_71053,Rural,Large,West,Zone 6,5,0,4,6425,Company Owned,58,0,0,0,166,32.0,2000.0,29,1,A,6,6,38123,36736.667011729034,16000.0
WH_121055,EID_71055,Rural,Large,West,Zone 5,5,0,4,3322,Company Owned,21,0,0,1,145,29.0,2008.0,21,0,B+,6,14,26112,26837.09810076095,14500.0
WH_121056,EID_71056,Rural,Mid,West,Zone 3,8,0,3,4602,Company Owned,31,0,0,0,112,27.0,2011.0,17,0,B,5,19,20101,22057.91593372781,13500.0
WH_121057,EID_71057,Rural,Mid,West,Zone 4,4,0,5,3988,Company Owned,50,0,0,1,111,24.0,2008.0,20,0,C,5,26,27147,25770.25427534085,12000.0
WH_121058,EID_71058,Rural,Mid,North,Zone 2,4,1,3,4813,Rented,16,0,0,0,240,28.0,2010.0,14,0,B+,2,12,17102,18453.525448504486,14000.0
WH_121060,EID_71060,Rural,Mid,South,Zone 4,6,1,3,5660,Company Owned,34,0,0,1,243,29.0,1998.0,27,0,C,4,26,35074,34127.47630912214,14500.0
WH_121064,EID_71064,Rural,Small,North,Zone 6,3,0,3,7087,Rented,31,0,0,1,167,29.0,2019.0,4,0,C,2,13,5079,6339.635233150184,6331.285233150184
WH_121067,EID_71067,Rural,Mid,North,Zone 3,8,1,5,6636,Rented,52,0,0,0,181,17.0,2021.0,4,0,C,2,27,5095,6150.708352598012,6141.658352598012
WH_121068,EID_71068,Rural,Large,North,Zone 6,6,1,2,3854,Rented,48,0,0,1,269,24.0,2007.0,23,1,B,3,28,28097,29778.158398910746,12000.0
WH_121069,EID_71069,Rural,Mid,South,Zone 3,6,0,2,3834,Rented,17,0,0,1,84,26.0,2020.0,6,1,C,3,19,7071,8787.21325804852,8783.013258048519
WH_121072,EID_71072,Rural,Small,North,Zone 6,3,0,2,5107,Company Owned,16,0,0,1,208,32.0,2006.0,32,1,A+,2,9,45138,42062.787063592754,16000.0
WH_121074,EID_71074,Rural,Large,North,Zone 6,7,0,4,4426,Company Owned,28,0,0,0,57,23.0,2005.0,26,0,A,4,23,36078,33652.109418232285,11500.0
WH_121075,EID_71075,Rural,Mid,North,Zone 3,4,0,3,4010,Company Owned,68,0,0,0,149,24.0,2015.0,9,0,B,6,27,10095,11629.524520290754,11622.074520290755
WH_121076,EID_71076,Rural,Large,North,Zone 6,7,0,5,3969,Company Owned,46,1,1,1,233,35.0,2007.0,27,0,C,4,28,34102,35104.48766051416,17500.0
WH_121077,EID_71077,Rural,Small,North,Zone 6,8,0,2,5375,Company Owned,43,0,0,1,241,38.0,1998.0,31,0,B+,6,13,39100,39211.55923947104,19000.0
WH_121079,EID_71079,Rural,Large,South,Zone 5,3,0,2,4892,Company Owned,70,0,0,1,213,38.0,2006.0,22,0,B+,4,10,26088,28487.39283433737,19000.0
WH_121080,EID_71080,Rural,Large,North,Zone 6,3,0,3,4504,Company Owned,49,0,0,1,247,38.0,2016.0,12,1,C,3,23,16147,16355.178026881826,16342.828026881825
WH_121081,EID_71081,Rural,Large,West,Zone 6,5,0,3,4887,Rented,27,0,0,0,154,38.0,2016.0,15,0,B,2,23,19062,20524.694828160253,19000.0
WH_121083,EID_71083,Rural,Mid,West,Zone 4,8,1,2,5241,Rented,66,0,0,1,220,28.0,1998.0,21,0,B+,4,11,25074,26272.935369074374,14000.0
WH_121085,EID_71085,Rural,Large,North,Zone 6,3,0,2,4355,Company Owned,62,1,0,1,118,34.0,2009.0,18,1,A+,4,6,23059,23465.964336049714,17000.0
WH_121087,EID_71087,Rural,Large,North,Zone 6,8,2,1,4448,Company Owned,36,0,0,1,239,20.0,2014.0,10,0,B,3,28,12091,12929.279695606529,10000.0
WH_121088,EID_71088,Rural,Mid,West,Zone 3,3,0,4,3667,Company Owned,16,1,0,1,259,23.0,2006.0,14,0,B,6,19,17091,17530.17891843131,11500.0
WH_121089,EID_71089,Rural,Large,North,Zone 5,6,0,2,6117,Company Owned,55,0,0,1,166,29.0,2002.0,25,1,B+,5,5,30127,31885.84080189225,14500.0
WH_121090,EID_71090,Rural,Large,North,Zone 5,7,0,2,5895,Company Owned,26,0,0,1,83,35.0,2007.0,18,0,B+,5,24,22147,23080.42991918797,17500.0
WH_121093,EID_71093,Rural,Small,West,Zone 6,3,2,4,4181,Rented,54,0,0,0,63,16.0,2020.0,6,0,B,3,15,7062,8122.783325729746,8000.0
WH_121094,EID_71094,Rural,Large,North,Zone 6,5,0,3,6240,Rented,41,0,0,0,259,33.0,2012.0,20,0,B,3,23,25100,26541.323109064368,16500.0
WH_121095,EID_71095,Rural,Mid,North,Zone 4,7,0,3,4818,Company Owned,42,0,0,0,79,30.0,1999.0,35,1,A+,6,26,49111,44519.563908973185,15000.0
WH_121096,EID_71096,Urban,Mid,North,Zone 2,8,0,3,7546,Company Owned,61,0,0,0,210,30.0,2006.0,35,0,A,2,22,48088,45990.05753361664,15000.0
WH_121097,EID_71097,Rural,Large,North,Zone 5,7,0,2,3737,Company Owned,41,0,0,1,241,25.0,2002.0,25,0,A,5,25,32107,31885.84080189225,12500.0
WH_121098,EID_71098,Rural,Mid,West,Zone 4,8,0,5,4631,Rented,18,0,0,1,122,34.0,2016.0,15,1,A+,4,26,23091,20040.202165651193,17000.0
WH_121103,EID_71103,Rural,Small,North,Zone 6,6,0,4,5019,Company Owned,65,0,0,1,57,36.0,1998.0,39,0,A,2,13,53093,50653.26581788616,18000.0
WH_121104,EID_71104,Rural,Large,East,Zone 5,5,1,5,5329,Rented,67,0,0,1,129,32.0,2022.0,4,0,B+,1,14,4142,6464.5987266561715,6458.148726656172
WH_121107,EID_71107,Rural,Large,North,Zone 6,6,0,4,4616,Company Owned,20,0,0,1,226,32.0,2002.0,22,1,A+,5,23,31122,27958.570331868366,16000.0
WH_121108,EID_71108,Rural,Mid,South,Zone 3,6,0,4,4367,Company Owned,48,0,0,1,183,20.0,2012.0,20,1,A+,4,27,28135,26299.076777809853,10000.0
WH_121110,EID_71110,Urban,Mid,South,Zone 2,6,1,2,5587,Company Owned,37,0,0,0,165,25.0,2006.0,21,0,A,3,32,27147,27088.334042757866,12500.0
WH_121111,EID_71111,Rural,Large,North,Zone 5,7,0,2,4388,Company Owned,44,0,0,0,167,26.0,2004.0,22,1,B,5,24,28140,28101.858417475625,13000.0
WH_121113,EID_71113,Rural,Small,North,Zone 1,3,0,3,4761,Rented,55,0,0,0,228,21.0,2000.0,37,0,B+,4,30,46099,47693.880927635095,10500.0
WH_121115,EID_71115,Rural,Small,North,Zone 6,3,0,2,5180,Rented,29,0,0,1,103,50.0,2001.0,27,1,A+,2,9,37067,35159.11606620147,25000.0
WH_121116,EID_71116,Rural,Mid,South,Zone 4,5,0,3,5645,Rented,51,0,0,1,214,29.0,2004.0,24,0,A,6,26,31069,30477.792399570375,14500.0
WH_121123,EID_71123,Rural,Mid,West,Zone 4,6,0,3,4561,Company Owned,23,0,0,0,88,29.0,2008.0,18,0,C,3,11,23091,23636.566624500614,14500.0
WH_121125,EID_71125,Rural,Large,West,Zone 5,5,0,4,4067,Company Owned,17,0,0,1,260,30.0,2014.0,11,0,A,3,10,15089,14902.799784599949,14889.799784599949
WH_121127,EID_71127,Rural,Mid,West,Zone 4,4,1,4,5854,Rented,17,0,0,1,160,37.0,2018.0,5,1,C,3,26,6077,7002.6200496072415,6994.6200496072415
